c3e13be4c2506d314f391258d127bedbe46f42891e398394d75cb2be9f6e04a4,eb547887-149a-400f-b84b-a1ff19360a96,issue_created,IN-950_issue_created,TST-4,6361078213f37118d727ecbe,,,2023-07-07 05:08:21.082,2023-07-07 05:17:06.113904,TST
a4710f347a197d7708fd2d64c0b147ef18b075ae239a82bc079cf1874110818d,eb547887-149a-400f-b84b-a1ff19360a96,status_updated,IN-950_status_updated,TST-4,6361078213f37118d727ecbe,,10220,2023-07-07 05:08:21.082,2023-07-07 05:17:06.114371,TST
bef18289dea18a6a8793f5b3756dfc041dab4a8b4ab1357c14bbd53c1a814a1e,eb547887-149a-400f-b84b-a1ff19360a96,comment_added,60828,TST-4,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,2023-07-07 10:32:27.884,2023-07-07 10:42:03.262334,TST
05106db132387d37cc016d98e4442e01ff0f4338dd736da0617f4b1d3a208d2b,eb547887-149a-400f-b84b-a1ff19360a96,status_updated,303401,TST-4,6361078213f37118d727ecbe,10220,6,2023-07-11 02:56:36.215,2023-07-11 02:58:01.704979,TST
